complex_id	complex_name	synonyms	organism	cell_line	pmid	comment_complex	comment_members	comment_disease	comment_drug	comment_drug_formal	subunits_uniprot_id	subunits_gene_name	subunits_gene_name_synonyms	subunits_protein_name	subunits_proteinname_synonyms	subunits_organism	subunits_drugs	subunits_mims	subunits_stoechiometrie	purification_methods	functions_evi	functions_pmid	functions_go_id	functions_go_name	functions_go_ontology	fcgs_description	fcgs_id	fcgs_name	fcgs_category_id	fcgs_category_name	fcgs_go_id	fcgs_go_name	fcgs_go_ontology
529	NuA4/Tip60-HAT complex		Human		15647280	The NuA4 histone acetyltransferase (HAT) multisubunit complex is responsible for acetylation of histone H4 and H2A N-terminal tails in yeast. The NuA4/Tip60 HAT complex is highly conserved in eukaryotes playing primary roles in transcription, cellular response to DNA damage, and cell cycle control.					O96019;Q9H0E9;Q9NPF5;Q96L91;Q9H2F5;Q9NXR8;Q92993;Q9HAF1;Q9UBU8;Q15014;Q9NV56;Q9Y265;Q9Y230;Q9Y4A5;Q15906;O95619	ACTL6A;BRD8;DMAP1;EP400;EPC1;ING3;KAT5;MEAF6;MORF4L1;MORF4L2;MRGBP;RUVBL1;RUVBL2;TRRAP;VPS72;YEATS4	BAF53,BAF53A,INO80K;SMAP,SMAP2;KIAA1425;CAGH32,KIAA1498,KIAA1818,TNRC12;;;HTATIP,TIP60;C1orf149,CENP-28,EAF6;MRG15;KIAA0026,MRGX;C20orf20;INO80H,NMP238,TIP49,TIP49A;INO80J,TIP48,TIP49B;PAF400;TCFL1,YL1;GAS41	Actin-like protein 6A;Bromodomain-containing protein 8;DNA methyltransferase 1-associated protein 1;E1A-binding protein p400;Enhancer of polycomb homolog 1;Inhibitor of growth protein 3;Histone acetyltransferase KAT5;Chromatin modification-related protein MEAF6;Mortality factor 4-like protein 1;Mortality factor 4-like protein 2;MRG/MORF4L-binding protein;RuvB-like 1;RuvB-like 2;Transformation/transcription domain-associated protein;Vacuolar protein sorting-associated protein 72 homolog;YEATS domain-containing protein 4	53 kDa BRG1-associated factor A; Actin-related protein Baf53a; ArpNbeta; INO80 complex subunit K; ;TrCP120;DNMT1-associated protein 1;hDomino;;p47ING3 protein; ;60 kDa Tat interactive protein; Tip60; HIV-1 Tat interactive protein; cPL; ;Sarcoma antigen NY-SAR-91; ;MORF-related gene 15 protein; Transcription factor-like protein MRG15; MSL3-1 protein; ;MORF-related gene X protein; Transcription factor-like protein MRGX; MSL3-2 protein; ;;49 kDa TBP-interacting protein;48 kDa TBP-interacting protein;350/400 kDa PCAF-associated factor; PAF350/400; STAF40; Tra1 homolog; ;Transcription factor-like 1; Protein YL-1; ;Gas41	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		275355;619103;618454;618778	;;;;;;;;;;;;;;;	MI:0007:anti tag coimmunoprecipitation	exp;lit;exp;lit;lit;exp	10966108;15647280;15647280;15647280;15196461;10966108	GO:0003677;GO:0004402;GO:0005634;GO:0006265;GO:0006281;GO:0051276	DNA binding;histone acetyltransferase activity;nucleus;DNA topological change;DNA repair;chromosome organization	molecular_function;molecular_function;cellular_component;biological_process;biological_process;biological_process								
531	XPA-ERCC1-ERCC4 complex		Human	HeLacells	8197175			ERCC4 is involved in Xeroderma pigmentosum group F.			P07992;Q92889;P23025	ERCC1;ERCC4;XPA	;ERCC11,XPF;XPAC	DNA excision repair protein ERCC-1;DNA repair endonuclease XPF;DNA repair protein complementing XP-A cells	;DNA excision repair protein ERCC-4; DNA repair protein complementing XP-F cells; Xeroderma pigmentosum group F-complementing protein; ;Xeroderma pigmentosum group A-complementing protein; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		610758;278760;610965;615272;278700	;;	MI:0004:affinity chromatography technology	exp;exp;exp	8197175;8197175;8197175	GO:0005634;GO:0006281;GO:0006950	nucleus;DNA repair;response to stress	cellular_component;biological_process;biological_process								
533	IMP3-IMP4-MPP10 complex		Human	Hep-2 cells	12655004	The formation of the hImp3-hMpp10-hImp4 complex correlates with the nucleolar localization of these proteins.					Q9NV31;Q96G21;O00566	IMP3;IMP4;MPHOSPH10	C15orf12,MRPS4;BXDC4;MPP10	U3 small nucleolar ribonucleoprotein protein IMP3;U3 small nucleolar ribonucleoprotein protein IMP4;U3 small nucleolar ribonucleoprotein protein MPP10	U3 snoRNP protein IMP3;U3 snoRNP protein IMP4;M phase phosphoprotein 10; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)			;;	MI:0019:coimmunoprecipitation;MI:0029:cosedimentation through density gradient;MI:0096:pull down	exp;exp;exp;exp	12655004;12655004;12655004;12655004	GO:0003723;GO:0005515;GO:0005634;GO:0065003	RNA binding;protein binding;nucleus;protein-containing complex assembly	molecular_function;molecular_function;cellular_component;biological_process								
535	TRAP complex	 thyroid hormone receptor-associated protein complex	Human		10198638	"The human thyroid hormone receptor-associated protein (TRAP) complex is a coactivator for nuclear receptors. 
Several identical subunits appear in protein complexes like DRIP/ARC, CRSP, NAT, PC2, SMCC and Mediator, indicating that unique classes of transcription activators may share common sets or subsets of cofactors."	Two, up to now uncharacterized members of the complex have been additionally isolated: TRAP97 and TRAP93. 				P24863;Q15648;Q9BTT4;Q93074;Q9UHV7;O60244;Q9Y2X0;Q9NVC6;Q13503;O75448;Q6P2C8;Q9Y3C7;Q9NPJ6;O75586;P10827;Q9Y2W1	CCNC;MED1;MED10;MED12;MED13;MED14;MED16;MED17;MED21;MED24;MED27;MED31;MED4;MED6;THRA;THRAP3	;ARC205,CRSP1,CRSP200,DRIP205,DRIP230,PBP,PPARBP,PPARGBP,RB18A,TRAP220,TRIP2;;ARC240,CAGH45,HOPA,KIAA0192,TNRC11,TRAP230;ARC250,KIAA0593,THRAP1,TRAP240;ARC150,CRSP2,CXorf4,DRIP150,EXLM1,RGR1,TRAP170;DRIP92,THRAP5;ARC77,CRSP6,DRIP77,DRIP80,TRAP80;SRB7,SURB7;ARC100,CRSP4,DRIP100,KIAA0130,THRAP4,TRAP100;CRSP34,CRSP8;SOH1;ARC36,DRIP36,VDRIP;ARC33;EAR7,ERBA1,NR1A1,THRA1,THRA2;BCLAF2,TRAP150	Cyclin-C;Mediator of RNA polymerase II transcription subunit 1;Mediator of RNA polymerase II transcription subunit 10;Mediator of RNA polymerase II transcription subunit 12;Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 16;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 21;Mediator of RNA polymerase II transcription subunit 24;Mediator of RNA polymerase II transcription subunit 27;Mediator of RNA polymerase II transcription subunit 31;Mediator of RNA polymerase II transcription subunit 4;Mediator of RNA polymerase II transcription subunit 6;Thyroid hormone receptor alpha;Thyroid hormone receptor-associated protein 3	hSRB11;PPAR-binding protein;TRG-17;Trap230;Trap240;DRIP150;Trap95;DRIP80;hSrb7;hTRAP100;Mediator complex subunit 27; Cofactor required for Sp1 transcriptional activation subunit 8; CRSP complex subunit 8; Transcriptional coactivator CRSP34; P37 TRAP/SMCC/PC2 subunit; ;hSOH1;DRIP36;hMed6;EAR7;Trap150	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	dextrothyroxine;liothyronine;levothyroxine	300895;301068;305450;309520;618009;613668;619286;614450	;;;;;;;;;;;;;;;	MI:0004:affinity chromatography technology	exp;lit;exp;lit;lit;lit	10198638;10198638;8710870;10198638;10198638;10198638	GO:0005634;GO:0006355;GO:0009755;GO:0023052;GO:0051090;GO:2001141	nucleus;regulation of DNA-templated transcription;hormone-mediated signaling pathway;signaling;regulation of DNA-binding transcription factor activity;regulation of RNA biosynthetic process	cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process								
536	TRPC1-TRPC3-TRPC7 complex		Human		15972814	The results indicate that endogenous TRPC1, TRPC3, and TRPC7 participate in forming heteromeric store-operated channels, whereas TRPC3 and TRPC7 can also participate in forming heteromeric receptor-operated channels.					P48995;Q13507;Q9HCX4	TRPC1;TRPC3;TRPC7	TRP1;TRP3;TRP7	Short transient receptor potential channel 1;Short transient receptor potential channel 3;Short transient receptor potential channel 7	TrpC1;TrpC3;TrpC7	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		616410	;;	MI:0019:coimmunoprecipitation	lit;exp;exp;exp;lit	15972814;15972814;15972814;15972814;15972814	GO:0005886;GO:0006812;GO:0008324;GO:0015267;GO:0098771	plasma membrane;monoatomic cation transport;monoatomic cation transmembrane transporter activity;channel activity;inorganic ion homeostasis	cellular_component;biological_process;molecular_function;molecular_function;biological_process								
541	IGF1-IGFBP3-ALS complex		Human	maternal serum	9795367	Circulating levels of IGF-I, IGFBP-3 and ALS, and their degree of association in the ternary complex in the fetus increased with gestational age.		IGF1 is implicated in the pathophysiology of pre-eclampsia.			P05019;P35858;P17936	IGF1;IGFALS;IGFBP3	IBP1,IGF-1;ALS;IBP3	Insulin-like growth factor 1;Insulin-like growth factor-binding protein complex acid labile subunit;Insulin-like growth factor-binding protein 3	IGF-IB;ALS; ;IGF-binding protein 3	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		608747;615961	;;	MI:0004:affinity chromatography technology	exp	9795367	GO:0050896	response to stimulus	biological_process								
547	SMCC complex	SRB/MED-containing cofactor complex	Human		10198638	Several identical subunits appear in protein complexes like DRIP/ARC, CRSP, NAT, PC2, SMCC and Mediator, indicating that unique classes of transcription activators may share common sets or subsets of cofactors.	In SMCC two, up to now uncharacterized members of the complex have been additionally isolated: TRAP97 and TRAP93.				P24863;P49336;Q15648;Q93074;Q9UHV7;O60244;Q9Y2X0;Q9NVC6;Q13503;O75448;Q6P2C8;Q9NPJ6;O75586;Q9Y2W1	CCNC;CDK8;MED1;MED12;MED13;MED14;MED16;MED17;MED21;MED24;MED27;MED4;MED6;THRAP3	;;ARC205,CRSP1,CRSP200,DRIP205,DRIP230,PBP,PPARBP,PPARGBP,RB18A,TRAP220,TRIP2;ARC240,CAGH45,HOPA,KIAA0192,TNRC11,TRAP230;ARC250,KIAA0593,THRAP1,TRAP240;ARC150,CRSP2,CXorf4,DRIP150,EXLM1,RGR1,TRAP170;DRIP92,THRAP5;ARC77,CRSP6,DRIP77,DRIP80,TRAP80;SRB7,SURB7;ARC100,CRSP4,DRIP100,KIAA0130,THRAP4,TRAP100;CRSP34,CRSP8;ARC36,DRIP36,VDRIP;ARC33;BCLAF2,TRAP150	Cyclin-C;Cyclin-dependent kinase 8;Mediator of RNA polymerase II transcription subunit 1;Mediator of RNA polymerase II transcription subunit 12;Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 16;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 21;Mediator of RNA polymerase II transcription subunit 24;Mediator of RNA polymerase II transcription subunit 27;Mediator of RNA polymerase II transcription subunit 4;Mediator of RNA polymerase II transcription subunit 6;Thyroid hormone receptor-associated protein 3	hSRB11;Cyclin-dependent kinase 8; Mediator of RNA polymerase II transcription subunit CDK8; Mediator complex subunit CDK8; Protein kinase K35; ;PPAR-binding protein;Trap230;Trap240;DRIP150;Trap95;DRIP80;hSrb7;hTRAP100;Mediator complex subunit 27; Cofactor required for Sp1 transcriptional activation subunit 8; CRSP complex subunit 8; Transcriptional coactivator CRSP34; P37 TRAP/SMCC/PC2 subunit; ;DRIP36;hMed6;Trap150	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		618748;300895;301068;305450;309520;618009;613668;619286	;;;;;;;;;;;;;	MI:0004:affinity chromatography technology	exp;exp;lit;exp;lit	10024883;10198638;10198638;10024883;10198638	GO:0005515;GO:0005634;GO:0006355;GO:0051090;GO:2001141	protein binding;nucleus;regulation of DNA-templated transcription;regulation of DNA-binding transcription factor activity;regulation of RNA biosynthetic process	molecular_function;cellular_component;biological_process;biological_process;biological_process								
548	DRIP complex	vitamine-D-receptor interacting protein complex	Human	Namalwa B cells	9637681	Nuclear receptors such as the steroid and thyroid hormone and vitamins A and D receptors, are known to regulate transcription by binding their cognate lipophilic ligands and subsequently undergoing a conformational change that alters their ability to interact with coregulatory proteins. These coregulatory proteins typically consist of complexes like DRIP that either repress (corepressors) or activate (coactivators) transcription. Several identical subunits appear in protein complexes like DRIP/ARC, CRSP, NAT, PC2, SMCC and Mediator, indicating that unique classes of transcription activators may share common sets or subsets of cofactors.			Using in vitro transcription experiments, it was shown that vitamin D (calcitriol or colecalciferol) increases the transactivation activity of the DRIP complex (PMID: 9637681). Formation of the DRIP complex requires the presence of vitamin D.	"[VDR; DRIP complex; 548; calcitriol; activates; complex activity; 9637681]
[VDR; DRIP complex; 548; colecalciferol; activates; complex activity; 9637681]"	Q15648;Q93074;Q9UHV7;O60244;Q9Y2X0;Q9NVC6;Q9ULK4;O75448;O95402;Q9NPJ6;O75586;O43513;P28702;P11473	MED1;MED12;MED13;MED14;MED16;MED17;MED23;MED24;MED26;MED4;MED6;MED7;RXRB;VDR	ARC205,CRSP1,CRSP200,DRIP205,DRIP230,PBP,PPARBP,PPARGBP,RB18A,TRAP220,TRIP2;ARC240,CAGH45,HOPA,KIAA0192,TNRC11,TRAP230;ARC250,KIAA0593,THRAP1,TRAP240;ARC150,CRSP2,CXorf4,DRIP150,EXLM1,RGR1,TRAP170;DRIP92,THRAP5;ARC77,CRSP6,DRIP77,DRIP80,TRAP80;ARC130,CRSP3,DRIP130,KIAA1216,SUR2;ARC100,CRSP4,DRIP100,KIAA0130,THRAP4,TRAP100;ARC70,CRSP7;ARC36,DRIP36,VDRIP;ARC33;ARC34,CRSP9;NR2B2;NR1I1	Mediator of RNA polymerase II transcription subunit 1;Mediator of RNA polymerase II transcription subunit 12;Mediator of RNA polymerase II transcription subunit 13;Mediator of RNA polymerase II transcription subunit 14;Mediator of RNA polymerase II transcription subunit 16;Mediator of RNA polymerase II transcription subunit 17;Mediator of RNA polymerase II transcription subunit 23;Mediator of RNA polymerase II transcription subunit 24;Mediator of RNA polymerase II transcription subunit 26;Mediator of RNA polymerase II transcription subunit 4;Mediator of RNA polymerase II transcription subunit 6;Mediator of RNA polymerase II transcription subunit 7;Retinoic acid receptor RXR-beta;Vitamin D3 receptor	PPAR-binding protein;Trap230;Trap240;DRIP150;Trap95;DRIP80;DRIP130;hTRAP100;ARC70;DRIP36;hMed6;hMED7;Retinoid X receptor beta; Nuclear receptor subfamily 2 group B member 2; ;VDR	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	bexarotene;alitretinoin;alfacalcidol;calcifediol;calcipotriene;calcitriol;doxercalciferol;paricalcitol;ergocalciferol;colecalciferol;eldecalcitol	300895;301068;305450;309520;618009;613668;614249;277440	;;;;;;;;;;;;;	MI:0004:affinity chromatography technology;MI:0047:far western blotting;MI:0059:gst pull down	lit;exp;lit;lit;exp	9637681;9637681;9637681;9637681;9637681	GO:0004402;GO:0005634;GO:0009755;GO:0045893;GO:0051090	histone acetyltransferase activity;nucleus;hormone-mediated signaling pathway;positive regulation of DNA-templated transcription;regulation of DNA-binding transcription factor activity	molecular_function;cellular_component;biological_process;biological_process;biological_process								
550	NOS3-CAV1-NOSTRIN complex		Human	whole blood and lymph	16807357	Translocation of endothelial nitric-oxide synthase involves a ternary complex with caveolin-1 and NOSTRIN.					Q03135;P29474;Q8IVI9	CAV1;NOS3;NOSTRIN	CAV;;	Caveolin-1;Nitric oxide synthase 3;Nostrin	;eNOS;eNOS trafficking inducer; Nitric oxide synthase trafficker; Nitric oxide synthase traffic inducer; BM247 homolog; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		606721;612526;615343	;;	MI:0019:coimmunoprecipitation;MI:0663:confocal microscopy	exp;exp;exp;exp	16807537;16807537;16807537;16807537	GO:0005886;GO:0006605;GO:0006886;GO:0015031	plasma membrane;protein targeting;intracellular protein transport;protein transport	cellular_component;biological_process;biological_process;biological_process								
551	core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex		Human	in vitro	12786946	The authors propose a dual function for TdIF2 in the N region synthesis. One is the function as an inhibitor of TdT. The other is that of a chromatin remodeling protein.					P04053;Q5QJE6;Q16777;Q16778;P68431;P62805	DNTT;DNTTIP2;H2AC20;H2BC21;H3C1;H4C1	TDT;ERBP,TDIF2;H2AFQ,HIST2H2AC;H2BFQ,HIST2H2BE;H3FA,HIST1H3A;H4/A,H4FA,HIST1H4A	DNA nucleotidylexotransferase;Deoxynucleotidyltransferase terminal-interacting protein 2;Histone H2A type 2-C;Histone H2B type 2-E;Histone H3.1;Histone H4	Terminal transferase;TdT-interacting factor 2;;H2B.q; H2B/q; H2B-GL105; ;H3/a; H3/b; H3/c; H3/d; H3/f; H3/h; H3/i; H3/j; H3/k; H3/l; ;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		137800;619758;619759;619950;619951	;;;;;	MI:0019:coimmunoprecipitation	exp;exp;exp	12786946;12786946;12786946	GO:0003677;GO:0005634;GO:0006338	DNA binding;nucleus;chromatin remodeling	molecular_function;cellular_component;biological_process								
552	IFNAR1-IFNAR2-IFNB1 complex	IFN alpha receptor-IFN beta1 complex; Type I IFN receptor-IFN beta1 complex; Type I interferon receptor-Interferon beta1 complex; IFNAR1-IFNAR2-IFNB1 complex	Human	in vitro	10493588	Stimulation with interferon-beta (IFNb1) brings together the two type I IFN receptor chains , IFNAR1 and IFNAR2, and a stable trimolecular receptor-ligand complex consisting of IFNb1, IFNAR1 and IFNAR2 is formed. Formation of the receptor complex leads to the activation of the Janus kinases JAK1 and Tyk2 (PMID: 10049744, 8969169).	23962003		The recombinant beta-interferons (IFN-beta), interferon beta-1a and interferon beta-1b, are used to treat patients with relapsing-remitting multiple sclerosis (PMID: 8559358). Interferon beta-1a has the same sequence as the naturally occurring compound, whereas interferon beta-1b is a mutant form of human IFN-1-beta (PMID: 9587963). PEGylated forms of human IFN-beta, beta-1a or beta-1b, have been developed to extend their half-life and enabling less frequent dosing (PMID: 21680782; 23962003).	"[IFNAR1; IFNAR1-IFNAR2-IFNB1 complex; 552; interferon beta-1a; activates; complex activity; 10493588]
[IFNAR1; IFNAR1-IFNAR2-IFNB1 complex; 552; interferon beta-1b; activates; complex activity; 8969169]
[IFNAR1; IFNAR1-IFNAR2-IFNB1 complex; 552;  peginterferon beta-1a; activates; complex activity; 16417267]
[IFNAR2; IFNAR1-IFNAR2-IFNB1 complex; 552; interferon beta-1a; activates; complex activity; 10493588]
[IFNAR2; IFNAR1-IFNAR2-IFNB1 complex; 552; interferon beta-1b; activates; complex activity; 8969169]
[IFNAR2; IFNAR1-IFNAR2-IFNB1 complex; 552;  peginterferon beta-1a; activates; complex activity; 16417267]"	P17181;P48551;P01574	IFNAR1;IFNAR2;IFNB1	IFNAR;IFNABR,IFNARB;IFB,IFNB	Interferon alpha/beta receptor 1;Interferon alpha/beta receptor 2;Interferon beta	IFN-alpha-REC;IFN-alpha-REC;IFN-beta	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	peginterferon beta-1a;interferon beta-1a;interferon beta-1b;peginterferon alfa-2a;peginterferon alfa-2b;ropeginterferon alfa-2b;anifrolumab;peginterferon beta-1a;interferon beta-1a;interferon beta-1b;peginterferon alfa-2a;peginterferon alfa-2b;ropeginterferon alfa-2b	619935;616669	;;	MI:0030:cross-linking study;MI:0071:molecular sieving	lit;exp;lit;lit;lit;exp	10493588;10493588;10493588;8969169;10493588;8969169	GO:0019221;GO:0035456;GO:0045087;GO:0046425;GO:0051607;GO:0060337	cytokine-mediated signaling pathway;response to interferon-beta;innate immune response;regulation of receptor signaling pathway via JAK-STAT;defense response to virus;type I interferon-mediated signaling pathway	biological_process;biological_process;biological_process;biological_process;biological_process;biological_process								
